order_id,order_date,customer_id,customer_segment,customer_type,region,city,product_category,product_subcategory,payment_method,campaign_source,quantity,unit_price,discount_pct,discount_tier,order_value,order_value_tier,shipping_days,delivery_group,returned
O2025154,2025-05-01,C1003,Corporate,Returning,East,Norrköping,Fashion,Shoes,Card,Direct,1,109.92,0.071,Low (1-10%),102.11568000000001,Medium,3,Medium (3-5d),0
O2025155,2025-06-09,C1063,Consumer,Returning,East,Linköping,Beauty,Makeup,Card,Organic,1,66.48,0.08,Low (1-10%),61.16160000000001,Low,5,Medium (3-5d),0
O2025156,2025-08-13,C1176,Small Business,Returning,North,Stockholm,Fashion,Accessories,Swish,Organic,1,35.98,0.072,Low (1-10%),33.38944,Low,3,Medium (3-5d),0
O2025157,2025-08-09,C1166,Consumer,New,South,Helsingborg,Fashion,Sportswear,Card,Affiliate,1,83.97,0.133,Medium (11-25%),72.80199,Low,3,Medium (3-5d),0
O2025158,2025-05-10,C1019,Consumer,New,South,Lund,Electronics,Headphones,Card,Paid Search,1,147.48,0.082,Low (1-10%),135.38664,Medium,4,Medium (3-5d),0
O2025159,2025-06-12,C1224,Corporate,Returning,East,Linköping,Beauty,Skincare,Gift Card,Direct,1,66.06,0.056,Low (1-10%),62.36064,Low,4,Medium (3-5d),0
O2025160,2025-09-15,C1195,Consumer,Returning,North,Uppsala,Home,Decor,Swish,Direct,1,43.02,0,No discount,43.02,Low,5,Medium (3-5d),0
O2025161,2025-02-19,C1128,Consumer,Returning,North,Stockholm,Beauty,Haircare,Card,Direct,3,35.55,0.085,Low (1-10%),97.58475,Medium,2,Fast (1-2d),0
O2025162,2025-10-28,C1185,Small Business,New,South,Lund,Home,Decor,Paypal,Paid Search,1,101,0.066,Low (1-10%),94.33399999999999,Medium,4,Medium (3-5d),0
O2025163,2025-03-30,C1120,Small Business,New,North,Stockholm,Beauty,Makeup,Paypal,Paid Search,2,46.7,0.12,Medium (11-25%),82.19200000000001,Medium,3,Medium (3-5d),0
O2025164,2025-03-14,C1239,Corporate,Returning,South,Helsingborg,Beauty,Fragrance,Swish,Affiliate,4,89.28,0.051,Low (1-10%),338.90688,High,5,Medium (3-5d),0
O2025165,2025-05-30,C1147,Consumer,Returning,West,Borås,Home,Kitchen,Invoice,Organic,1,128.19,0,No discount,128.19,Medium,4,Medium (3-5d),1
O2025166,2025-11-03,C1192,Corporate,Returning,West,Göteborg,Fashion,Accessories,Invoice,Paid Search,1,39.12,0.07,Low (1-10%),36.38159999999999,Low,4,Medium (3-5d),0
O2025167,2025-09-11,C1193,Corporate,Returning,North,Uppsala,Sports,Cycling,Swish,Email,1,569.6,0.188,Medium (11-25%),462.51520000000005,Premium,4,Medium (3-5d),0
O2025168,2025-11-08,C1126,Consumer,Returning,North,Stockholm,Home,Decor,Card,Direct,2,113.51,0.088,Low (1-10%),207.04224000000002,High,4,Medium (3-5d),0
O2025169,2025-12-08,C1226,Consumer,Returning,North,Västerås,Fashion,Shoes,Paypal,Organic,2,76.51,0.152,Medium (11-25%),129.76096,Medium,2,Fast (1-2d),0
O2025170,2025-05-22,C1208,Consumer,Returning,North,Stockholm,Home,Lighting,Invoice,Organic,1,224.33,0.017,Low (1-10%),220.51639,High,4,Medium (3-5d),0
O2025171,2025-07-08,C1133,Small Business,VIP,North,Västerås,Home,Decor,Card,Affiliate,1,49.28,0.1,Low (1-10%),44.352000000000004,Low,4,Medium (3-5d),1
O2025172,2025-05-30,C1183,Small Business,New,North,Västerås,Home,Kitchen,Invoice,Organic,1,139.41,0.103,Medium (11-25%),125.05077,Medium,5,Medium (3-5d),1
O2025173,2025-04-21,C1219,Consumer,New,West,Göteborg,Sports,Team Sports,Invoice,Organic,2,50.43,0.03,Low (1-10%),97.8342,Medium,5,Medium (3-5d),0
O2025174,2025-05-12,C1138,Consumer,New,South,Lund,Beauty,Fragrance,Swish,Social,2,111.58,0.046,Low (1-10%),212.89463999999998,High,4,Medium (3-5d),0
O2025175,2025-08-12,C1026,Small Business,Returning,South,Malmö,Electronics,Headphones,Gift Card,Affiliate,1,169.43,0.064,Low (1-10%),158.58648,High,4,Medium (3-5d),0
O2025176,2025-12-11,C1040,Consumer,Returning,East,Linköping,Home,Furniture,Card,Organic,1,764.86,0.082,Low (1-10%),702.14148,Premium,4,Medium (3-5d),0
O2025177,2025-03-22,C1091,Corporate,VIP,South,Malmö,Sports,Fitness,Swish,Email,1,167.62,0.057,Low (1-10%),158.06566,High,2,Fast (1-2d),0
O2025178,2025-09-08,C1210,Small Business,New,North,Stockholm,Fashion,Sportswear,Gift Card,Social,1,63.56,0.096,Low (1-10%),57.45824,Low,2,Fast (1-2d),0
O2025179,2025-08-10,C1030,Small Business,Returning,North,Stockholm,Home,Decor,Card,Organic,1,73.25,0,No discount,73.25,Low,5,Medium (3-5d),1
O2025180,2025-09-24,C1123,Small Business,Returning,East,Örebro,Fashion,Accessories,Swish,Email,1,54.58,0.152,Medium (11-25%),46.28384,Low,3,Medium (3-5d),0
O2025181,2025-12-06,C1192,Corporate,Returning,West,Göteborg,Electronics,Tablet,Invoice,Paid Search,1,795.37,0.118,Medium (11-25%),701.51634,Premium,4,Medium (3-5d),0
O2025182,2025-10-24,C1247,Corporate,Returning,West,Göteborg,Home,Decor,Card,Paid Search,1,73.4,0.145,Medium (11-25%),62.757000000000005,Low,4,Medium (3-5d),0
O2025183,2025-11-20,C1060,Small Business,Returning,West,Halmstad,Home,Kitchen,Swish,Email,1,102.02,0.053,Low (1-10%),96.61294,Medium,4,Medium (3-5d),0
O2025184,2025-03-14,C1194,Consumer,New,North,Uppsala,Home,Decor,Card,Email,1,68.91,0.152,Medium (11-25%),58.43568,Low,3,Medium (3-5d),0
O2025185,2025-07-11,C1058,Consumer,New,North,Stockholm,Fashion,Shoes,Card,Organic,1,61.84,0.023,Low (1-10%),60.417680000000004,Low,2,Fast (1-2d),1
O2025186,2025-02-15,C1042,Consumer,Returning,North,Uppsala,Fashion,Jackets,Gift Card,Organic,1,92.96,0,No discount,92.96,Medium,3,Medium (3-5d),0
O2025187,2025-05-01,C1229,Corporate,Returning,North,Stockholm,Fashion,Sportswear,Card,Direct,4,64.37,0,No discount,257.48,High,3,Medium (3-5d),0
O2025188,2025-06-09,C1242,Small Business,New,East,Linköping,Beauty,Makeup,Paypal,Organic,2,64.44,0.013,Low (1-10%),127.20456,Medium,3,Medium (3-5d),0
O2025189,2025-05-19,C1134,Consumer,Returning,South,Malmö,Fashion,Accessories,Card,Organic,1,66.46,0.051,Low (1-10%),63.070539999999994,Low,6,Slow(6-9d),1
O2025190,2025-11-15,C1041,Consumer,Returning,South,Lund,Electronics,Mobile,Swish,Email,1,325.99,0.025,Low (1-10%),317.84025,High,5,Medium (3-5d),0
O2025191,2025-08-04,C1186,Corporate,Returning,North,Uppsala,Fashion,Sportswear,Card,Organic,1,59.94,0,No discount,59.94,Low,1,Fast (1-2d),0
O2025192,2025-12-28,C1043,Corporate,New,West,Halmstad,Home,Furniture,Card,Direct,2,1000.98,0.06,Low (1-10%),1881.8424,Premium,5,Medium (3-5d),0
O2025193,2025-04-29,C1206,Consumer,New,East,Örebro,Electronics,Headphones,Card,Direct,1,140.21,0.079,Low (1-10%),129.13341000000003,Medium,5,Medium (3-5d),0
O2025194,2025-05-04,C1083,Consumer,VIP,North,Västerås,Fashion,Sportswear,Paypal,Organic,1,78.55,0.121,Medium (11-25%),69.04545,Low,4,Medium (3-5d),0
O2025195,2025-03-08,C1176,Small Business,Returning,North,Stockholm,Beauty,Haircare,Invoice,Organic,1,39.29,0.113,Medium (11-25%),34.850229999999996,Low,1,Fast (1-2d),1
O2025196,2025-12-18,C1142,Small Business,Returning,South,Helsingborg,Fashion,Accessories,Invoice,Paid Search,2,58.48,0.002,Low (1-10%),116.72608,Medium,3,Medium (3-5d),0
O2025197,2025-10-16,C1222,Consumer,Returning,East,Linköping,Beauty,Fragrance,Card,Social,1,12.25,0.024,Low (1-10%),11.956,Low,3,Medium (3-5d),0
O2025198,2025-05-02,C1020,Consumer,Returning,East,Linköping,Home,Kitchen,Swish,Email,2,184,0.17,Medium (11-25%),305.44,High,4,Medium (3-5d),0
O2025199,2025-11-21,C1113,Small Business,Returning,South,Lund,Sports,Fitness,Card,Email,1,158.55,0.111,Medium (11-25%),140.95095,Medium,6,Slow(6-9d),0
O2025200,2025-08-22,C1098,Small Business,Returning,West,Halmstad,Electronics,Laptop,Invoice,Social,1,1452.48,0.039,Low (1-10%),1395.83328,Premium,5,Medium (3-5d),0
O2025201,2025-04-03,C1233,Corporate,Returning,West,Halmstad,Sports,Outdoor,Card,Social,1,135.1,0.132,Medium (11-25%),117.26679999999999,Medium,3,Medium (3-5d),1
O2025202,2025-10-29,C1168,Consumer,New,East,Örebro,Fashion,Sportswear,Card,Organic,1,95.89,0.095,Low (1-10%),86.78045,Medium,5,Medium (3-5d),0
O2025203,2025-06-30,C1042,Consumer,Returning,North,Uppsala,Fashion,Sportswear,Card,Social,1,56.12,0.064,Low (1-10%),52.528319999999994,Low,4,Medium (3-5d),0
O2025204,2025-07-16,C1188,Small Business,Returning,North,Uppsala,Beauty,Haircare,Card,Email,1,47.72,0.242,Medium (11-25%),36.17176,Low,2,Fast (1-2d),0
O2025205,2025-05-04,C1213,Consumer,Returning,West,Borås,Electronics,Tablet,Paypal,Direct,1,698.01,0.064,Low (1-10%),653.33736,Premium,1,Fast (1-2d),0
O2025206,2025-02-17,C1121,Small Business,Returning,North,Stockholm,Home,Kitchen,Gift Card,Organic,1,149.43,0.051,Low (1-10%),141.80907,Medium,4,Medium (3-5d),0
O2025207,2025-07-31,C1086,Consumer,Returning,South,Helsingborg,Electronics,Mobile,Swish,Social,1,408.49,0.09,Low (1-10%),371.7259,Premium,4,Medium (3-5d),0
O2025208,2025-12-09,C1198,Consumer,VIP,South,Helsingborg,Home,Decor,Card,Email,1,98.07,0.17,Medium (11-25%),81.39809999999999,Low,4,Medium (3-5d),0
O2025209,2025-04-03,C1033,Small Business,Returning,South,Helsingborg,Beauty,Skincare,Swish,Organic,3,42.91,0.064,Low (1-10%),120.49127999999999,Medium,7,Slow(6-9d),1
O2025210,2025-06-05,C1018,Small Business,Returning,West,Göteborg,Home,Lighting,Swish,Organic,1,263.84,0.048,Low (1-10%),251.17567999999997,High,2,Fast (1-2d),0
O2025211,2025-02-23,C1223,Corporate,Returning,West,Göteborg,Electronics,Mobile,Card,Organic,1,545.76,0.049,Low (1-10%),519.01776,Premium,3,Medium (3-5d),0
O2025212,2025-08-07,C1121,Small Business,Returning,North,Stockholm,Beauty,Makeup,Swish,Social,1,62.54,0.077,Low (1-10%),57.72442,Low,2,Fast (1-2d),0
O2025213,2025-10-20,C1157,Consumer,New,North,Uppsala,Sports,Fitness,Paypal,Organic,4,158.72,0.082,Low (1-10%),582.81984,Premium,3,Medium (3-5d),0
O2025214,2025-09-17,C1162,Consumer,Returning,South,Helsingborg,Fashion,Sportswear,Swish,Organic,1,96.58,0.071,Low (1-10%),89.72282,Medium,4,Medium (3-5d),0
O2025215,2025-04-17,C1050,Consumer,Returning,West,Borås,Fashion,Accessories,Card,Organic,1,55.31,0.062,Low (1-10%),51.88078,Low,3,Medium (3-5d),0
O2025216,2025-10-24,C1238,Small Business,Returning,West,Göteborg,Beauty,Fragrance,Card,Organic,1,63.03,0.091,Low (1-10%),57.294270000000004,Low,5,Medium (3-5d),0
O2025217,2025-06-02,C1253,Consumer,New,North,Uppsala,Sports,Cycling,Card,Email,1,634.49,0.122,Medium (11-25%),557.08222,Premium,4,Medium (3-5d),0
O2025218,2025-04-16,C1180,Corporate,Returning,North,Stockholm,Sports,Team Sports,Card,Paid Search,1,90.98,0.204,Medium (11-25%),72.42008000000001,Low,2,Fast (1-2d),1
O2025219,2025-09-05,C1133,Small Business,VIP,North,Västerås,Beauty,Skincare,Paypal,Email,1,67.18,0.076,Low (1-10%),62.07432000000001,Low,2,Fast (1-2d),0
O2025220,2025-02-18,C1029,Consumer,VIP,West,Stockholm,Home,Kitchen,Invoice,Direct,2,151.07,0.129,Medium (11-25%),263.16393999999997,High,5,Medium (3-5d),1
O2025221,2025-10-20,C1071,Consumer,Returning,East,Norrköping,Home,Lighting,Swish,Organic,1,194.5,0.011,Low (1-10%),192.3605,High,5,Medium (3-5d),0
O2025222,2025-01-24,C1059,Small Business,New,South,Malmö,Sports,Outdoor,Swish,Paid Search,1,264.1,0.121,Medium (11-25%),232.14390000000003,High,3,Medium (3-5d),0
O2025223,2025-12-14,C1046,Corporate,New,North,Stockholm,Home,Kitchen,Card,Organic,1,106.29,0.081,Low (1-10%),97.68051000000001,Medium,3,Medium (3-5d),0
O2025224,2025-01-12,C1163,Corporate,Returning,West,Borås,Electronics,Mobile,Invoice,Paid Search,1,261.97,0.12,Medium (11-25%),230.53360000000004,High,6,Slow(6-9d),0
O2025225,2025-06-08,C1248,Consumer,New,West,Borås,Electronics,Laptop,Card,Organic,2,871.36,0,No discount,1742.72,Premium,5,Medium (3-5d),1
O2025226,2025-03-17,C1006,Consumer,VIP,East,Örebro,Electronics,Mobile,Card,Social,2,485.5,0.165,Medium (11-25%),810.785,Premium,3,Medium (3-5d),1
O2025227,2025-12-07,C1025,Consumer,Returning,North,Uppsala,Electronics,Mobile,Invoice,Affiliate,1,460.43,0.152,Medium (11-25%),390.44464,Premium,4,Medium (3-5d),0
O2025228,2025-11-20,C1131,Small Business,Returning,North,Västerås,Beauty,Makeup,Card,Email,1,38.29,0.08,Low (1-10%),35.2268,Low,3,Medium (3-5d),0
O2025229,2025-04-11,C1234,Consumer,New,West,Göteborg,Beauty,Haircare,Swish,Paid Search,1,8,0.029,Low (1-10%),7.768,Low,5,Medium (3-5d),0
O2025230,2025-05-01,C1102,Small Business,Returning,North,Västerås,Home,Furniture,Invoice,Paid Search,1,581.41,0.108,Medium (11-25%),518.61772,Premium,3,Medium (3-5d),0
O2025231,2025-03-07,C1090,Consumer,Returning,West,Göteborg,Fashion,Shoes,Card,Social,1,74,0.02,Low (1-10%),72.52,Low,4,Medium (3-5d),1
O2025232,2025-04-25,C1225,Small Business,Returning,North,Stockholm,Fashion,Sportswear,Card,Direct,1,94.24,0.078,Low (1-10%),86.88928,Medium,4,Medium (3-5d),0
O2025233,2025-06-26,C1239,Corporate,Returning,South,Helsingborg,Electronics,Headphones,Card,Paid Search,1,149.63,0.077,Low (1-10%),138.10849,Medium,6,Slow(6-9d),0
O2025234,2025-09-08,C1168,Consumer,New,East,Örebro,Beauty,Skincare,Swish,Social,1,26.09,0.071,Low (1-10%),24.23761,Low,5,Medium (3-5d),0
O2025235,2025-07-01,C1235,Small Business,Returning,North,Stockholm,Sports,Outdoor,Swish,Organic,1,187.57,0.042,Low (1-10%),179.69206,High,2,Fast (1-2d),1
O2025236,2025-07-08,C1123,Small Business,Returning,East,Örebro,Fashion,Jackets,Paypal,Affiliate,2,208.21,0.012,Low (1-10%),411.42296,Premium,4,Medium (3-5d),0
O2025237,2025-05-07,C1040,Consumer,Returning,East,Linköping,Electronics,Tablet,Invoice,Paid Search,2,665.59,0,No discount,1331.18,Premium,4,Medium (3-5d),0
O2025238,2025-11-17,C1257,Consumer,Returning,North,Uppsala,Electronics,Laptop,Card,Organic,1,1153.88,0,No discount,1153.88,Premium,3,Medium (3-5d),0
O2025239,2025-01-08,C1176,Small Business,Returning,North,Stockholm,Home,Lighting,Card,Organic,1,130.81,0.065,Low (1-10%),122.30735000000001,Medium,4,Medium (3-5d),0
O2025240,2025-10-27,C1051,Small Business,VIP,West,Halmstad,Fashion,Jackets,Swish,Social,1,191.31,0.043,Low (1-10%),183.08366999999998,High,3,Medium (3-5d),0
O2025241,2025-10-16,C1206,Consumer,New,East,Örebro,Fashion,Sportswear,Card,Paid Search,1,106.83,0,No discount,106.83,Medium,3,Medium (3-5d),0
O2025242,2025-04-18,C1146,Corporate,New,North,Uppsala,Sports,Fitness,Swish,Social,1,296.77,0.107,Medium (11-25%),265.01561,High,3,Medium (3-5d),0
O2025243,2025-11-02,C1076,Consumer,New,East,Norrköping,Fashion,Jackets,Card,Social Media,2,114.71,0.078,Low (1-10%),211.52524,High,4,Medium (3-5d),0
O2025244,2025-02-17,C1100,Small Business,New,West,Göteborg,Sports,Fitness,Swish,Affiliate,1,465.16,0.132,Medium (11-25%),403.75888000000003,Premium,6,Slow(6-9d),0
O2025245,2025-02-15,C1256,Consumer,New,North,Uppsala,Beauty,Fragrance,Swish,Paid Search,1,90.63,0.056,Low (1-10%),85.55471999999999,Medium,5,Medium (3-5d),1
O2025246,2025-10-03,C1154,Corporate,VIP,West,Göteborg,Fashion,Jackets,Invoice,Affiliate,1,153.55,0.093,Low (1-10%),139.26985000000002,Medium,3,Medium (3-5d),0
O2025247,2025-01-02,C1042,Consumer,Returning,North,Uppsala,Sports,Cycling,Paypal,Email,1,727.26,0.146,Medium (11-25%),621.0800399999999,Premium,3,Medium (3-5d),0
O2025248,2025-03-25,C1035,Consumer,New,South,Malmö,Fashion,Jackets,Paypal,Affiliate,4,238.12,0.156,Medium (11-25%),803.89312,Premium,2,Fast (1-2d),0
O2025249,2025-04-13,C1076,Consumer,New,North,Uppsala,Fashion,Accessories,Invoice,Social,1,41.66,0.02,Low (1-10%),40.8268,Low,4,Medium (3-5d),0
O2025250,2025-12-04,C1083,Consumer,VIP,North,Västerås,Fashion,Sportswear,Card,Social,2,97.43,0.059,Low (1-10%),183.36326000000003,High,2,Fast (1-2d),0
O2025251,2025-08-07,C1100,Small Business,New,West,Göteborg,Home,Decor,Card,Affiliate,1,79.21,0.179,Medium (11-25%),65.03141,Low,5,Medium (3-5d),0
O2025252,2025-09-30,C1257,Consumer,Returning,North,Uppsala,Sports,Outdoor,Swish,Email,1,228.21,0.016,Low (1-10%),224.55864,High,2,Fast (1-2d),0
O2025253,2025-07-27,C1226,Consumer,Returning,North,Västerås,Beauty,Skincare,Card,Paid Search,1,53.92,0.034,Low (1-10%),52.08672,Low,3,Medium (3-5d),0
O2025254,2025-06-09,C1064,Consumer,VIP,North,Uppsala,Home,Furniture,Paypal,Social,1,458.81,0.198,Medium (11-25%),367.96562,High,4,Medium (3-5d),0
O2025255,2025-05-09,C1041,Consumer,Returning,South,Lund,Beauty,Haircare,Swish,Affiliate,1,45.36,0.121,Medium (11-25%),39.87144,Low,3,Medium (3-5d),0
O2025256,2025-08-15,C1237,Small Business,Returning,South,Malmö,Electronics,Headphones,Invoice,Email,2,134.35,0.029,Low (1-10%),260.9077,High,5,Medium (3-5d),0
O2025257,2025-04-06,C1209,Consumer,Returning,North,Stockholm,Home,Decor,Swish,Organic,2,64.34,0,No discount,128.68,Medium,4,Medium (3-5d),0
O2025258,2025-01-12,C1111,Corporate,Returning,North,Stockholm,Electronics,Tablet,Card,Email,1,669.12,0.122,Medium (11-25%),587.48736,Premium,3,Medium (3-5d),1
O2025259,2025-03-22,C1055,Corporate,New,North,Stockholm,Beauty,Skincare,Card,Organic,1,66.61,0.038,Low (1-10%),64.07882,Low,3,Medium (3-5d),0
O2025260,2025-09-05,C1219,Consumer,New,West,Göteborg,Home,Decor,Invoice,Email,2,83.76,0.127,Medium (11-25%),146.24496000000002,Medium,4,Medium (3-5d),0
O2025261,2025-01-01,C1044,Consumer,Returning,North,Stockholm,Fashion,Shoes,Invoice,Direct,1,194.62,0.043,Low (1-10%),186.25134,High,4,Medium (3-5d),0
O2025262,2025-03-09,C1162,Consumer,Returning,South,Helsingborg,Sports,Fitness,Card,Organic,1,178.76,0,No discount,178.76,High,5,Medium (3-5d),0
O2025263,2025-07-16,C1015,Small Business,Returning,West,Halmstad,Home,Furniture,Swish,Direct,1,555.65,0.064,Low (1-10%),520.0884,Premium,4,Medium (3-5d),0
O2025264,2025-09-02,C1233,Corporate,Returning,West,Halmstad,Sports,Team Sports,Invoice,Social,3,75.42,0,No discount,226.26,High,3,Medium (3-5d),0
O2025265,2025-10-12,C1207,Consumer,New,North,Stockholm,Home,Decor,Invoice,Direct,2,68.81,0.097,Low (1-10%),124.27086000000001,Medium,3,Medium (3-5d),0
O2025266,2025-09-17,C1057,Small Business,VIP,South,Malmö,Sports,Outdoor,Paypal,Organic,1,240.34,0.108,Medium (11-25%),214.38328,High,6,Slow(6-9d),0
O2025267,2025-03-16,C1065,Small Business,New,North,Uppsala,Home,Decor,Swish,Paid Search,1,80.78,0.015,Low (1-10%),79.5683,Low,2,Fast (1-2d),0
O2025268,2025-03-15,C1073,Small Business,New,North,Västerås,Electronics,Laptop,Card,Organic,3,759.75,0.064,Low (1-10%),2133.3779999999997,Premium,2,Fast (1-2d),0
O2025269,2025-03-23,C1087,Consumer,Returning,West,Halmstad,Fashion,Accessories,Swish,Affiliate,3,49.02,0.258,High (25%+),109.11852,Medium,5,Medium (3-5d),1
O2025270,2025-12-10,C1210,Small Business,New,North,Uppsala,Electronics,Tablet,Invoice,Organic,2,439.43,0,No discount,878.86,Premium,2,Fast (1-2d),1
O2025271,2025-12-05,C1090,Consumer,Returning,West,Göteborg,Home,Decor,Swish,Paid Search,1,80.54,0.056,Low (1-10%),76.02976,Low,5,Medium (3-5d),0
O2025272,2025-04-29,C1003,Corporate,Returning,North,Stockholm,Home,Decor,Invoice,Social Media,1,96.38,0.068,Low (1-10%),89.82615999999999,Medium,5,Medium (3-5d),0
O2025273,2025-03-07,C1218,Consumer,VIP,North,Västerås,Electronics,Mobile,Card,Paid Search,1,453.85,0.155,Medium (11-25%),383.50325,Premium,7,Slow(6-9d),0
O2025274,2025-06-02,C1163,Corporate,Returning,West,Borås,Electronics,Headphones,Paypal,Email,1,151.56,0,No discount,151.56,Medium,5,Medium (3-5d),0
O2025275,2025-09-21,C1203,Small Business,Returning,East,Örebro,Home,Kitchen,Swish,Organic,1,171.97,0.033,Low (1-10%),166.29498999999998,High,6,Slow(6-9d),0
O2025276,2025-07-07,C1169,Consumer,Returning,North,Uppsala,Beauty,Fragrance,Card,Organic,2,87.53,0.064,Low (1-10%),163.85616,High,3,Medium (3-5d),0
O2025277,2025-07-05,C1220,Consumer,Returning,West,Halmstad,Electronics,Laptop,Card,Social,2,1331.89,0,No discount,2663.78,Premium,4,Medium (3-5d),0
O2025278,2025-01-03,C1089,Consumer,Returning,South,Lund,Home,Kitchen,Card,Paid Search,1,44.57,0.023,Low (1-10%),43.54489,Low,7,Slow(6-9d),1
O2025279,2025-07-25,C1151,Consumer,Returning,West,Halmstad,Electronics,Tablet,Swish,Email,2,481,0.078,Low (1-10%),886.964,Premium,5,Medium (3-5d),0
O2025280,2025-04-14,C1253,Consumer,New,East,Linköping,Beauty,Fragrance,Invoice,Social,1,70.34,0.052,Low (1-10%),66.68232,Low,5,Medium (3-5d),0
O2025281,2025-09-29,C1080,Consumer,New,North,Stockholm,Electronics,Headphones,Invoice,Social,1,161.71,0.086,Low (1-10%),147.80294,Medium,2,Fast (1-2d),0
O2025282,2025-03-12,C1137,Consumer,New,West,Borås,Fashion,Accessories,Card,Email,1,63.48,0.08,Low (1-10%),58.4016,Low,3,Medium (3-5d),0
O2025283,2025-05-22,C1171,Small Business,Returning,West,Halmstad,Electronics,Tablet,Invoice,Organic,1,525.1,0.051,Low (1-10%),498.3199,Premium,4,Medium (3-5d),1
O2025284,2025-11-13,C1024,Consumer,New,West,Halmstad,Fashion,Sportswear,Card,Paid Search,1,98.29,0,No discount,98.29,Medium,3,Medium (3-5d),0
O2025285,2025-10-19,C1024,Consumer,New,North,Västerås,Fashion,Shoes,Card,Organic,1,113.2,0.04,Low (1-10%),108.672,Medium,2,Fast (1-2d),0
O2025286,2025-05-03,C1249,Corporate,Returning,West,Göteborg,Sports,Fitness,Card,Direct,1,152.6,0.053,Low (1-10%),144.51219999999998,Medium,4,Medium (3-5d),0
O2025287,2025-01-26,C1033,Small Business,Returning,South,Helsingborg,Home,Decor,Card,Paid Search,1,95.04,0.005,Low (1-10%),94.5648,Medium,5,Medium (3-5d),0
O2025288,2025-09-19,C1051,Small Business,VIP,North,Västerås,Electronics,Mobile,Card,Organic,1,370.37,0.059,Low (1-10%),348.51817,High,1,Fast (1-2d),0
O2025289,2025-03-21,C1018,Small Business,Returning,West,Göteborg,Fashion,Shoes,Card,Paid Search,4,87.72,0.103,Medium (11-25%),314.73936,High,1,Fast (1-2d),1
O2025290,2025-12-28,C1173,Corporate,New,West,Halmstad,Home,Furniture,Paypal,Email,1,521.07,0.245,Medium (11-25%),393.40785000000005,Premium,4,Medium (3-5d),1
O2025291,2025-01-25,C1128,Consumer,Returning,North,Stockholm,Electronics,Mobile,Card,Direct,1,467.42,0,No discount,467.42,Premium,4,Medium (3-5d),0
O2025292,2025-08-12,C1211,Consumer,New,North,Uppsala,Sports,Outdoor,Paypal,Email,1,137.11,0.121,Medium (11-25%),120.51969000000001,Medium,4,Medium (3-5d),0
O2025293,2025-09-12,C1172,Corporate,Returning,East,Norrköping,Beauty,Makeup,Card,Paid Search,1,49.73,0.08,Low (1-10%),45.751599999999996,Low,5,Medium (3-5d),0
O2025294,2025-07-06,C1138,Consumer,New,South,Lund,Fashion,Jackets,Invoice,Direct,2,168,0.037,Low (1-10%),323.568,High,3,Medium (3-5d),0
O2025295,2025-05-03,C1095,Corporate,New,West,Halmstad,Beauty,Skincare,Paypal,Affiliate,1,40.08,0.131,Medium (11-25%),34.829519999999995,Low,3,Medium (3-5d),0
O2025296,2025-09-02,C1110,Corporate,Returning,East,Norrköping,Sports,Team Sports,Swish,Organic,1,63.96,0.049,Low (1-10%),60.825959999999995,Low,6,Slow(6-9d),0
O2025297,2025-11-19,C1047,Consumer,Returning,East,Stockholm,Fashion,Accessories,Swish,Email,1,49.91,0.018,Low (1-10%),49.01161999999999,Low,3,Medium (3-5d),0
O2025298,2025-06-03,C1043,Corporate,New,West,Halmstad,Sports,Outdoor,Invoice,Direct,1,209.84,0.012,Low (1-10%),207.32192,High,4,Medium (3-5d),1
O2025299,2025-06-24,C1026,Small Business,Returning,South,Malmö,Beauty,Makeup,Invoice,Paid Search,1,61.43,0.141,Medium (11-25%),52.76837,Low,3,Medium (3-5d),0
O2025300,2025-03-10,C1153,Consumer,New,North,Stockholm,Home,Decor,Swish,Social,2,91.41,0.047,Low (1-10%),174.22745999999998,High,4,Medium (3-5d),0
O2025301,2025-08-14,C1215,Consumer,Returning,North,Stockholm,Fashion,Jackets,Card,Direct,1,102.17,0.001,Low (1-10%),102.06783,Medium,4,Medium (3-5d),0
O2025302,2025-10-08,C1154,Corporate,VIP,West,Göteborg,Beauty,Fragrance,Swish,Paid Search,1,92.09,0.128,Medium (11-25%),80.30248,Low,6,Slow(6-9d),0
O2025303,2025-01-19,C1111,Corporate,Returning,North,Stockholm,Fashion,Jackets,Swish,Social,1,97.83,0.033,Low (1-10%),94.60161,Medium,2,Fast (1-2d),1
O2025304,2025-01-08,C1013,Consumer,Returning,West,Halmstad,Home,Kitchen,Card,Paid Search,1,98.34,0.113,Medium (11-25%),87.22758,Medium,5,Medium (3-5d),0
O2025305,2025-01-20,C1001,Consumer,VIP,West,Halmstad,Electronics,Headphones,Paypal,Organic,1,190.89,0.116,Medium (11-25%),168.74676,High,4,Medium (3-5d),0
O2025306,2025-06-14,C1185,Small Business,New,South,Lund,Fashion,Shoes,Gift Card,Social,1,67.45,0.021,Low (1-10%),66.03355,Low,3,Medium (3-5d),0
O2025307,2025-05-07,C1159,Consumer,Returning,South,Malmö,Fashion,Accessories,Card,Social,2,44.7,0.022,Low (1-10%),87.4332,Medium,5,Medium (3-5d),1
O2025308,2025-11-25,C1237,Small Business,Returning,South,Malmö,Electronics,Laptop,Invoice,Email,1,1304.43,0.134,Medium (11-25%),1129.6363800000001,Premium,4,Medium (3-5d),1
